,test_name,correlated_tests,urls
24,[sig-auth][Feature:OpenShiftAuthorization] RBAC proxy for openshift authz  RunLegacyClusterRoleBindingEndpoint should succeed,"[('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagSTI', 0.9081532183730036)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-fips-4.6/1291406872095494144']"
25,[sig-auth][Feature:OpenShiftAuthorization] RBAC proxy for openshift authz  RunLegacyEndpointConfirmNoEscalation should succeed,"[('[sig-devex][Feature:Templates] templateinstance impersonation tests should pass impersonation deletion tests', 0.9081532183730027), ('[sig-devex][Feature:Templates] templateservicebroker security test  should pass security tests', 0.9081532183730024)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291619068033372160']"
26,[sig-auth][Feature:OpenShiftAuthorization] RBAC proxy for openshift authz  RunLegacyLocalRoleBindingEndpoint should succeed,"[('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune canceled builds based on the failedBuildsHistoryLimit setting', 0.908153218373004), ('[sig-devex][Feature:OpenShiftControllerManager] TestDockercfgTokenDeletedController', 0.908153218373004), ('[sig-devex][Feature:Templates] templateinstance impersonation tests should pass impersonation creation tests', 1.0), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagCustomWithConfigChange', 1.0), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagDocker', 0.908153218373004), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagSTIWithConfigChange', 0.908153218373004), ('[sig-network][Feature:Router] The HAProxy router should override the route host for overridden domains with a custom value', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] self-SAR compatibility  TestBootstrapPolicySelfSubjectAccessReviews should succeed', 0.9081532183730041)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
27,[sig-auth][Feature:OpenShiftAuthorization] authorization  TestAuthorizationSubjectAccessReview should succeed,"[('[sig-api-machinery][Feature:APIServer] anonymous browsers should get a 403 from /', 1.0), ('[sig-api-machinery][Feature:APIServer] authenticated browser should get a 200 from /', 1.0), ('[sig-apps][Feature:DeploymentConfig] deploymentconfigs should respect image stream tag reference policy resolve the image pull spec', 1.0), ('[sig-auth][Feature:ProjectAPI]  TestProjectWatchWithSelectionPredicate should succeed', 1.0), ('[sig-auth][Feature:SecurityContextConstraints]  TestPodUpdateSCCEnforcement', 1.0), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune builds after a buildConfig change', 1.0), ('[sig-devex][Feature:OpenShiftControllerManager] TestAutomaticCreationOfPullSecrets', 1.0), ('[sig-imageregistry][Feature:ImageLookup] Image policy should perform lookup when the object has the resolve-names annotation', 1.0), ('[sig-imageregistry][Feature:Image] oc tag should change image reference for internal images', 1.0), ('[sig-network] network isolation when using a plugin that isolates namespaces by default should allow communication from default to non-default namespace on a different node', 1.0), ('[sig-network] services when using a plugin that isolates namespaces by default should allow connections from pods in the default namespace to a service in another namespace on a different node', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
28,[sig-auth][Feature:OpenShiftAuthorization] authorization  TestClusterReaderCoverage should succeed,"[('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune errored builds based on the failedBuildsHistoryLimit setting', 0.9081532183730032), ('[sig-instrumentation][sig-builds][Feature:Builds] Prometheus when installed on the cluster should start and expose a secured proxy and verify build metrics', 1.0), ('[sig-auth][Feature:RoleBindingRestrictions] RoleBindingRestrictions should be functional  Rolebinding restrictions tests single project should succeed', 1.0), ('[sig-devex][Feature:Templates] template-api TestTemplate', 0.9081532183730033), ('[sig-apps][Feature:OpenShiftControllerManager] TestTriggers_configChange', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] scopes TestUnknownScopes should succeed', 0.9081532183730032), ('[sig-auth][Feature:OpenShiftAuthorization] self-SAR compatibility  TestSelfSubjectAccessReviewsNonExistingNamespace should succeed', 1.0), ('[sig-builds][Feature:Builds] Optimized image builds  should succeed', 0.9081532183730033), ('[sig-builds][Feature:Builds][valueFrom] process valueFrom in build strategy environment variables  should successfully resolve valueFrom in docker build environment variables', 0.9081532183730032)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1290697393284583424']"
29,[sig-auth][Feature:OpenShiftAuthorization] scopes TestScopedImpersonation should succeed,"[('[sig-auth][Feature:OAuthServer] OAuth Authenticator accepts sha256 access tokens', 0.9209854970162614), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  buildconfigs should have a default history limit set when created via the group api', 0.908153218373003), ('[sig-builds][Feature:Builds][valueFrom] process valueFrom in build strategy environment variables  should fail resolving unresolvable valueFrom in docker build environment variable references', 0.9081532183730029)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
30,[sig-auth][Feature:OpenShiftAuthorization] scopes TestScopedTokens should succeed,"[('[sig-auth][Feature:OAuthServer] [Headers] expected headers returned from the token URL', 0.9081532183730024)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291582581233422336']"
31,[sig-auth][Feature:OpenShiftAuthorization] scopes TestUnknownScopes should succeed,"[('[sig-instrumentation][sig-builds][Feature:Builds] Prometheus when installed on the cluster should start and expose a secured proxy and verify build metrics', 0.9081532183730032), ('[sig-auth][Feature:OpenShiftAuthorization] RBAC proxy for openshift authz  RunLegacyClusterRoleEndpoint should succeed', 0.9081532183730032), ('[sig-auth][Feature:RoleBindingRestrictions] RoleBindingRestrictions should be functional  Rolebinding restrictions tests single project should succeed', 0.9081532183730032), ('[sig-apps][Feature:OpenShiftControllerManager] TestTriggers_configChange', 0.9081532183730032), ('[sig-auth][Feature:OAuthServer] ClientSecretWithPlus should create oauthclient', 0.9081532183730032), ('[sig-auth][Feature:OpenShiftAuthorization] authorization  TestClusterReaderCoverage should succeed', 0.9081532183730032), ('[sig-auth][Feature:OpenShiftAuthorization] self-SAR compatibility  TestSelfSubjectAccessReviewsNonExistingNamespace should succeed', 0.9081532183730032), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune canceled builds based on the failedBuildsHistoryLimit setting', 0.908153218373004), ('[sig-devex][Feature:OpenShiftControllerManager] TestDockercfgTokenDeletedController', 0.908153218373004), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagDocker', 0.908153218373004), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagSTIWithConfigChange', 0.908153218373004), ('[sig-network] network isolation when using a plugin that isolates namespaces by default should allow communication from non-default to default namespace on a different node', 0.9081532183730032)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152']"
32,[sig-auth][Feature:OpenShiftAuthorization] self-SAR compatibility  TestSelfSubjectAccessReviewsNonExistingNamespace should succeed,"[('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune errored builds based on the failedBuildsHistoryLimit setting', 0.9081532183730032), ('[sig-instrumentation][sig-builds][Feature:Builds] Prometheus when installed on the cluster should start and expose a secured proxy and verify build metrics', 1.0), ('[sig-auth][Feature:RoleBindingRestrictions] RoleBindingRestrictions should be functional  Rolebinding restrictions tests single project should succeed', 1.0), ('[sig-devex][Feature:Templates] template-api TestTemplate', 0.9081532183730033), ('[sig-apps][Feature:OpenShiftControllerManager] TestTriggers_configChange', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] authorization  TestClusterReaderCoverage should succeed', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] scopes TestUnknownScopes should succeed', 0.9081532183730032), ('[sig-builds][Feature:Builds] Optimized image builds  should succeed', 0.9081532183730033), ('[sig-builds][Feature:Builds][valueFrom] process valueFrom in build strategy environment variables  should successfully resolve valueFrom in docker build environment variables', 0.9081532183730032)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1290697393284583424']"
33,[sig-auth][Feature:ProjectAPI]  TestProjectWatchWithSelectionPredicate should succeed,"[('[sig-api-machinery][Feature:APIServer] anonymous browsers should get a 403 from /', 1.0), ('[sig-api-machinery][Feature:APIServer] authenticated browser should get a 200 from /', 1.0), ('[sig-apps][Feature:DeploymentConfig] deploymentconfigs should respect image stream tag reference policy resolve the image pull spec', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] authorization  TestAuthorizationSubjectAccessReview should succeed', 1.0), ('[sig-auth][Feature:SecurityContextConstraints]  TestPodUpdateSCCEnforcement', 1.0), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune builds after a buildConfig change', 1.0), ('[sig-devex][Feature:OpenShiftControllerManager] TestAutomaticCreationOfPullSecrets', 1.0), ('[sig-imageregistry][Feature:ImageLookup] Image policy should perform lookup when the object has the resolve-names annotation', 1.0), ('[sig-imageregistry][Feature:Image] oc tag should change image reference for internal images', 1.0), ('[sig-network] network isolation when using a plugin that isolates namespaces by default should allow communication from default to non-default namespace on a different node', 1.0), ('[sig-network] services when using a plugin that isolates namespaces by default should allow connections from pods in the default namespace to a service in another namespace on a different node', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
